age,gender,occupation,line_of_work,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,Unnamed: 19,time_bp.1,travel+work,avg_score,lifestyle_change,time_change
19-25,Male,Student in College,,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
19-25,Male,Working Professional,Teaching,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Work/study from home,Yes,,9,,0.4166666666666667,1,0
19-25,Female,Entrepreneur,,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Work/study from home,Yes,,5,,0.6666666666666666,1,6
26-32,Female,Working Professional,Management,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,,0.0,0,2
19-25,Male,Student in College,,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,,7,,-0.16666666666666666,0,-3
50-60,Male,Working Professional,Management,0.5,2,4,-1.0,0.0,0.5,0.5,-0.5,0.0,1100,1,Complete Physical Attendance,Yes,,9,,-0.08333333333333333,0,0
33-40,Male,Working Professional,Other,2.5,4,4,0.0,0.0,0.0,-1.0,0.0,-1.0,111,1111,Complete Physical Attendance,Yes,,11,,-0.3333333333333333,-1,0
26-32,Male,Working Professional,Engineering,2.5,3,3,0.5,0.5,0.5,1.0,0.0,0.5,1100,1110,Complete Physical Attendance,Maybe,,7,,0.5,1,2
26-32,Female,Working Professional,Management,0.5,2,5,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,1000,1111,Complete Physical Attendance,Yes,,9,,-0.75,-1,3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Working Professional,Teaching,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,,0.4166666666666667,1,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
Dec-18,Male,Student in College,,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,,-0.08333333333333333,0,-1
19-25,Male,Student in College,,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,,0.16666666666666666,0,0
Dec-18,Male,Student in College,,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,,0.08333333333333333,0,-3
33-40,Male,Working Professional,Engineering,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,,-0.08333333333333333,0,0
19-25,Male,Student in College,,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,,-0.4166666666666667,-1,1
19-25,Male,Student in College,,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
Dec-18,Male,Student in College,,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,,-0.08333333333333333,0,-1
19-25,Male,Student in College,,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,,0.16666666666666666,0,0
Dec-18,Male,Student in College,,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,,0.08333333333333333,0,-3
33-40,Male,Working Professional,Engineering,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,,-0.08333333333333333,0,0
19-25,Male,Student in College,,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,,-0.4166666666666667,-1,1
19-25,Male,Student in College,,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
Dec-18,Male,Student in College,,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,,-0.08333333333333333,0,-1
19-25,Male,Student in College,,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,,0.16666666666666666,0,0
Dec-18,Male,Student in College,,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,,0.08333333333333333,0,-3
33-40,Male,Working Professional,Engineering,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,,-0.08333333333333333,0,0
19-25,Male,Student in College,,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,,-0.4166666666666667,-1,1
19-25,Male,Student in College,,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
40-50,Female,Medical Professional aiding efforts against COVID-19,,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,,-0.75,-1,0
50-60,Male,Medical Professional aiding efforts against COVID-19,,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,,-0.8333333333333334,-1,0
19-25,Male,Student in College,,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,,0.25,0,-3
Dec-18,Male,Student in College,,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,,-0.08333333333333333,0,-1
19-25,Male,Student in College,,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,,0.16666666666666666,0,0
Dec-18,Male,Student in College,,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,,0.08333333333333333,0,-3
33-40,Male,Working Professional,Engineering,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,,-0.08333333333333333,0,0
19-25,Male,Student in College,,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,,-0.4166666666666667,-1,1
19-25,Male,Student in College,,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
19-25,Male,Student in College,,1.5,3,1,0.0,1.0,0.5,0.0,-1.0,-0.5,100,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
19-25,Female,Student in College,,1.5,2,2,0.0,0.0,0.0,0.0,0.5,0.0,1010,1000,Complete Physical Attendance,Yes,,7,,0.08333333333333333,0,0
19-25,Male,Student in College,,0.5,4,4,-1.0,-1.0,0.0,-0.5,0.0,0.0,110,1100,Complete Physical Attendance,No,,5,,-0.4166666666666667,-1,2
19-25,Male,Student in College,,0.5,1,3,0.5,0.5,1.0,0.5,1.0,1.0,1100,1101,Work/study from home,Yes,,5,,0.75,1,-1
19-25,Male,Student in College,,0.5,3,2,0.0,-0.5,-0.5,-1.0,-0.5,0.0,1000,1000,Complete Physical Attendance,Yes,,7,,-0.4166666666666667,-1,2
19-25,Male,Student in College,,0.5,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1010,100,Work/study from home,Yes,,5,,1.0,1,4
19-25,Male,Student in College,,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,0.0,1110,1111,Work/study from home,Yes,,7,,-0.16666666666666666,0,0
19-25,Male,Student in College,,0.5,2,1,0.0,-0.5,0.5,0.5,0.0,0.5,1100,1101,Complete Physical Attendance,Maybe,,7,,0.16666666666666666,0,-3
19-25,Male,Student in College,,0.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1100,1011,Complete Physical Attendance,No,,5,,0.0,0,4
19-25,Male,Student in College,,0.5,5,4,0.0,-1.0,1.0,-0.5,-1.0,-1.0,110,1100,Complete Physical Attendance,Yes,,7,,-0.4166666666666667,-1,4
19-25,Female,Student in College,,0.5,2,1,-0.5,0.0,0.5,1.0,0.5,1.0,1110,1100,Complete Physical Attendance,Maybe,,7,,0.4166666666666667,1,0
33-40,Male,Working Professional,Teaching,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,,9,,0.25,0,2
19-25,Male,Student in College,,1.5,3,1,0.0,1.0,0.5,0.0,-1.0,-0.5,100,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
19-25,Female,Student in College,,1.5,2,2,0.0,0.0,0.0,0.0,0.5,0.0,1010,1000,Complete Physical Attendance,Yes,,7,,0.08333333333333333,0,0
19-25,Male,Student in College,,0.5,4,4,-1.0,-1.0,0.0,-0.5,0.0,0.0,110,1100,Complete Physical Attendance,No,,5,,-0.4166666666666667,-1,2
19-25,Male,Student in College,,0.5,1,3,0.5,0.5,1.0,0.5,1.0,1.0,1100,1101,Work/study from home,Yes,,5,,0.75,1,-1
19-25,Male,Student in College,,0.5,3,2,0.0,-0.5,-0.5,-1.0,-0.5,0.0,1000,1000,Complete Physical Attendance,Yes,,7,,-0.4166666666666667,-1,2
19-25,Male,Student in College,,0.5,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1010,100,Work/study from home,Yes,,5,,1.0,1,4
19-25,Male,Student in College,,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,0.0,1110,1111,Work/study from home,Yes,,7,,-0.16666666666666666,0,0
19-25,Male,Student in College,,0.5,2,1,0.0,-0.5,0.5,0.5,0.0,0.5,1100,1101,Complete Physical Attendance,Maybe,,7,,0.16666666666666666,0,-3
19-25,Male,Student in College,,0.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1100,1011,Complete Physical Attendance,No,,5,,0.0,0,4
19-25,Male,Student in College,,0.5,5,4,0.0,-1.0,1.0,-0.5,-1.0,-1.0,110,1100,Complete Physical Attendance,Yes,,7,,-0.4166666666666667,-1,4
19-25,Female,Student in College,,0.5,2,1,-0.5,0.0,0.5,1.0,0.5,1.0,1110,1100,Complete Physical Attendance,Maybe,,7,,0.4166666666666667,1,0
33-40,Male,Working Professional,Teaching,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,,9,,0.25,0,2
19-25,Male,Student in College,,1.5,3,1,0.0,1.0,0.5,0.0,-1.0,-0.5,100,1111,Complete Physical Attendance,Yes,,7,,0.0,0,0
19-25,Female,Student in College,,1.5,2,2,0.0,0.0,0.0,0.0,0.5,0.0,1010,1000,Complete Physical Attendance,Yes,,7,,0.08333333333333333,0,0
19-25,Male,Student in College,,0.5,4,4,-1.0,-1.0,0.0,-0.5,0.0,0.0,110,1100,Complete Physical Attendance,No,,5,,-0.4166666666666667,-1,2
19-25,Male,Student in College,,0.5,1,3,0.5,0.5,1.0,0.5,1.0,1.0,1100,1101,Work/study from home,Yes,,5,,0.75,1,-1
19-25,Male,Student in College,,0.5,3,2,0.0,-0.5,-0.5,-1.0,-0.5,0.0,1000,1000,Complete Physical Attendance,Yes,,7,,-0.4166666666666667,-1,2
19-25,Male,Student in College,,0.5,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1010,100,Work/study from home,Yes,,5,,1.0,1,4
19-25,Male,Student in College,,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,0.0,1110,1111,Work/study from home,Yes,,7,,-0.16666666666666666,0,0
19-25,Male,Student in College,,0.5,2,1,0.0,-0.5,0.5,0.5,0.0,0.5,1100,1101,Complete Physical Attendance,Maybe,,7,,0.16666666666666666,0,-3
19-25,Male,Student in College,,0.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1100,1011,Complete Physical Attendance,No,,5,,0.0,0,4
19-25,Male,Student in College,,0.5,5,4,0.0,-1.0,1.0,-0.5,-1.0,-1.0,110,1100,Complete Physical Attendance,Yes,,7,,-0.4166666666666667,-1,4
19-25,Female,Student in College,,0.5,2,1,-0.5,0.0,0.5,1.0,0.5,1.0,1110,1100,Complete Physical Attendance,Maybe,,7,,0.4166666666666667,1,0
33-40,Male,Working Professional,Teaching,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,,9,,0.25,0,2
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
